source,target
555,452
107,673
107,627
107,616
107,585
107,573
107,57
107,505
107,490
107,479
107,436
107,434
107,68
107,432
107,401
107,336
107,305
107,133
571,96
571,858
571,83
571,785
571,704
571,700
571,68
107,42
107,700
107,704
107,785
133,858
133,83
133,785
133,704
133,700
133,68
133,673
133,627
133,616
133,585
133,573
133,57
133,505
133,490
133,479
133,436
133,434
133,432
133,42
133,401
133,336
133,305
107,96
107,858
107,83
571,673
133,96
571,627
571,585
549,479
549,436
549,434
549,432
549,42
549,401
549,336
549,305
549,133
549,107
549,571
549,490
50,96
50,83
50,785
50,704
50,700
50,68
50,673
50,627
50,616
50,585
50,573
50,57
50,858
549,505
549,57
549,573
571,573
571,57
571,505
571,490
571,479
571,436
571,434
571,432
571,42
571,401
571,336
571,305
571,133
571,107
549,96
549,858
549,83
549,785
549,704
549,700
549,68
549,673
549,627
549,616
549,585
571,616
305,336
305,401
305,42
432,436
432,434
42,96
42,858
42,83
42,785
42,704
42,700
42,68
42,673
42,627
432,479
42,616
42,573
42,57
42,505
42,490
42,479
42,436
42,434
42,432
407,303
401,96
401,858
42,585
432,490
432,505
432,57
434,704
434,700
434,68
434,673
434,627
434,616
434,585
434,573
434,57
434,505
434,490
434,479
434,436
432,96
432,858
432,83
432,785
432,704
432,700
432,68
432,673
432,627
432,616
432,585
432,573
401,83
401,785
401,704
401,700
336,479
336,436
336,434
336,432
336,42
336,401
305,96
305,858
305,83
305,785
305,704
305,700
305,68
305,673
305,627
305,616
305,585
305,573
305,57
305,505
305,490
305,479
305,436
305,434
305,432
336,490
50,505
336,505
336,573
401,68
401,673
401,627
401,616
401,585
401,573
401,57
401,505
401,490
401,479
401,436
401,434
401,432
401,42
336,96
336,858
336,83
336,785
336,704
336,700
336,68
336,673
336,627
336,616
336,585
336,57
434,785
50,490
50,436
861,434
861,432
861,42
861,401
861,336
861,305
861,133
861,107
861,571
861,549
861,50
861,436
861,27
861,166
861,164
693,96
693,858
693,83
693,785
693,704
693,700
693,68
693,673
693,627
861,246
861,479
861,490
861,505
164,432
164,42
164,401
164,336
164,305
164,133
164,107
164,571
164,549
164,50
164,27
164,246
164,166
861,96
861,858
861,83
861,785
861,704
861,700
861,68
861,627
861,616
861,585
861,573
861,57
693,616
164,434
693,585
693,57
637,616
637,585
637,573
637,57
637,505
637,490
637,479
637,436
637,434
637,432
637,42
637,627
637,401
637,305
637,133
637,107
637,571
637,549
637,50
637,27
637,246
637,166
637,164
637,861
637,336
637,673
637,68
637,700
693,505
693,490
693,479
693,436
693,434
693,432
693,42
693,401
693,336
693,305
693,133
693,107
693,571
693,549
693,50
693,27
693,246
693,166
693,164
693,861
637,96
637,858
637,83
637,785
637,704
693,573
164,436
164,479
164,490
27,42
27,401
27,336
27,305
27,133
27,107
27,571
27,549
27,50
246,96
246,858
27,432
246,83
246,704
246,700
246,68
246,673
246,627
246,616
246,585
246,573
246,57
246,505
246,490
246,785
27,434
27,436
27,479
50,434
50,432
50,42
50,401
50,336
50,305
50,133
50,107
50,571
50,549
27,96
27,858
27,83
27,785
27,704
27,700
27,68
27,673
27,627
27,616
27,585
27,573
27,57
27,505
27,490
246,479
246,436
246,434
246,432
166,42
166,401
166,336
166,305
166,133
166,107
166,571
166,549
166,50
166,27
166,246
164,96
164,858
164,83
164,785
164,704
164,700
164,68
164,673
164,627
164,616
164,585
164,573
164,57
164,505
166,432
50,479
166,434
166,479
246,42
246,401
246,336
246,305
246,133
246,107
246,571
246,549
246,50
246,27
166,96
166,858
166,83
166,785
166,704
166,700
166,68
166,673
166,627
166,616
166,585
166,573
166,57
166,505
166,490
166,436
434,83
434,858
434,96
491,881
491,874
491,827
491,787
491,78
491,600
491,59
491,583
446,93
446,893
446,881
491,893
446,874
446,787
446,78
446,600
446,59
446,583
446,491
379,392
