1	167 
2	59 
3	121 
4	323 
5	26 
6	76 
7	394 
8	84 
9	405 
10	370 
11	335 
12	426 
13	261 
14	183 
15	68 
16	263 
17	147 
18	169 
19	273 
20	47 
21	436 
22	154 
23	143 
24	284 
25	133 
26	84 
27	26 
28	213 
29	358 
30	241 
31	263 
32	333 
33	412 
34	55 
35	438 
36	177 
37	343 
38	436 
39	363 
40	174 
41	390 
42	400 
43	390 
44	164 
45	236 
46	147 
47	365 
48	356 
49	405 
50	283 
51	69 
52	408 
53	122 
54	15 
55	11 
56	299 
57	117 
58	79 
59	60 
60	145 
61	161 
62	230 
63	109 
64	51 
65	56 
66	154 
67	135 
68	135 
69	180 
70	28 
71	79 
72	196 
73	131 
74	176 
75	225 
76	11 
77	8 
78	376 
79	102 
80	263 
81	93 
82	255 
83	67 
84	339 
85	416 
86	387 
87	314 
88	405 
89	315 
90	344 
91	135 
92	344 
93	255 
94	303 
95	2 
96	432 
97	115 
98	295 
99	209 
100	289 
101	178 
102	255 
103	211 
104	273 
105	68 
106	400 
107	92 
108	47 
109	177 
110	145 
111	8 
112	194 
113	397 
114	436 
115	183 
116	6 
117	263 
118	344 
119	33 
120	242 
121	61 
122	343 
123	237 
124	349 
125	394 
126	162 
127	412 
128	225 
129	384 
130	218 
131	119 
132	133 
133	135 
134	391 
135	145 
136	430 
137	349 
138	145 
139	394 
140	297 
141	118 
142	65 
143	145 
144	264 
145	118 
146	349 
147	343 
148	64 
149	47 
150	207 
151	439 
152	107 
153	211 
154	286 
155	335 
156	299 
157	11 
158	220 
159	152 
160	22 
161	356 
162	104 
163	319 
164	211 
165	205 
166	145 
167	72 
168	281 
169	311 
170	172 
171	356 
172	382 
173	131 
174	7 
175	420 
176	47 
177	8 
178	225 
179	177 
180	115 
181	7 
182	11 
183	206 
184	320 
185	323 
186	11 
187	84 
188	417 
189	369 
190	102 
191	6 
192	211 
193	250 
194	269 
195	303 
196	405 
197	65 
198	102 
199	368 
200	350 
201	381 
202	225 
203	269 
204	154 
205	429 
206	145 
207	192 
208	405 
209	354 
210	120 
211	140 
212	211 
213	286 
214	130 
215	405 
216	177 
217	390 
218	88 
219	145 
220	271 
221	145 
222	165 
223	126 
224	209 
225	358 
226	11 
227	416 
228	93 
229	319 
230	199 
231	148 
232	125 
233	131 
234	112 
235	243 
236	405 
237	12 
238	135 
239	263 
240	218 
241	368 
242	414 
243	343 
244	411 
245	4 
246	34 
247	384 
248	358 
249	204 
250	189 
251	379 
252	357 
253	216 
254	69 
255	123 
256	368 
257	225 
258	335 
259	41 
260	225 
261	335 
262	70 
263	394 
264	135 
265	26 
266	145 
267	22 
268	325 
269	177 
270	405 
271	395 
272	20 
273	405 
274	129 
275	343 
276	316 
277	67 
278	236 
279	131 
280	367 
281	177 
282	347 
283	211 
284	354 
285	299 
286	439 
287	135 
288	286 
289	23 
290	345 
291	67 
292	310 
293	384 
294	434 
295	416 
296	166 
297	403 
298	379 
299	102 
300	80 
301	154 
302	428 
303	89 
304	414 
305	328 
306	72 
307	422 
308	406 
309	152 
310	264 
311	11 
312	247 
313	427 
314	319 
315	102 
316	276 
317	135 
318	112 
319	317 
320	76 
321	377 
322	11 
323	218 
324	164 
325	240 
326	7 
327	115 
328	244 
329	263 
330	356 
331	10 
332	123 
333	11 
334	299 
335	284 
336	366 
337	336 
338	228 
339	335 
340	48 
341	84 
342	11 
343	84 
344	199 
345	48 
346	318 
347	94 
348	172 
