degree distribution (probability density function of the degree in logarithmic bins) 
18.5295	0.0898832
27.8118	0.0195337
40.7172	0.00490961
59.4808	0.00120451
85.7836	0.00034382
127.156	8.59694e-05
185.659	1.75954e-05
268.857	5.74232e-06
378.25	7.47909e-07
620.5	5.1141e-07

degree distribution (degree-occurrences) 
16	0.151219
17	0.120072
18	0.100446
19	0.0831355
20	0.0661726
21	0.0567359
22	0.0473861
23	0.0398888
24	0.0337521
25	0.0290916
26	0.0246628
27	0.0225496
28	0.0202628
29	0.0184681
30	0.015284
31	0.0140393
32	0.0127945
33	0.0107393
34	0.00972616
35	0.00801829
36	0.00798935
37	0.00772883
38	0.0061078
39	0.0070341
40	0.00587622
41	0.00494992
42	0.00454467
43	0.00411046
44	0.00382099
45	0.003271
46	0.00303943
47	0.00332889
48	0.00254733
49	0.00298153
50	0.0023447
51	0.00211312
52	0.00205523
53	0.00162103
54	0.00156313
55	0.00188155
56	0.00176576
57	0.0018526
58	0.00144735
59	0.00130261
60	0.00101314
61	0.00104209
62	0.00162103
63	0.00104209
64	0.000868407
65	0.000549991
66	0.000868407
67	0.00130261
68	0.00104209
69	0.000723673
70	0.000636832
71	0.000578938
72	0.000405257
73	0.000578938
74	0.000694726
75	0.000636832
76	0.00083946
77	0.000665779
78	0.000463151
79	0.000636832
80	0.000578938
81	0.000434204
82	0.000607885
83	0.000318416
84	0.000289469
85	0.000289469
86	0.000231575
87	0.000347363
88	0.000202628
89	0.000405257
90	0.000463151
91	0.000260522
92	0.000405257
93	0.000347363
94	0.000231575
95	0.000202628
96	0.000115788
97	0.000173681
98	0.000173681
99	0.00037631
100	0.000144735
101	0.000202628
102	0.000173681
103	0.000202628
104	0.000144735
105	8.68407e-05
106	5.78938e-05
107	0.000231575
108	0.000115788
109	5.78938e-05
110	0.000144735
111	0.000202628
112	0.000115788
113	0.000115788
114	8.68407e-05
115	8.68407e-05
116	8.68407e-05
117	5.78938e-05
118	0.000144735
119	0.000202628
120	0.000115788
121	8.68407e-05
122	0.000144735
123	5.78938e-05
124	2.89469e-05
125	0.000173681
126	0.000202628
127	0.000202628
128	0.000231575
129	8.68407e-05
130	5.78938e-05
131	2.89469e-05
132	2.89469e-05
133	0.000173681
134	8.68407e-05
135	2.89469e-05
136	2.89469e-05
137	2.89469e-05
138	0.000144735
139	2.89469e-05
140	0.000173681
141	2.89469e-05
142	5.78938e-05
143	2.89469e-05
144	5.78938e-05
145	2.89469e-05
147	5.78938e-05
148	8.68407e-05
149	5.78938e-05
150	2.89469e-05
151	2.89469e-05
152	5.78938e-05
153	5.78938e-05
154	5.78938e-05
156	5.78938e-05
158	2.89469e-05
159	2.89469e-05
161	8.68407e-05
165	2.89469e-05
166	5.78938e-05
167	2.89469e-05
168	5.78938e-05
169	2.89469e-05
170	5.78938e-05
