source,target
0,828
1,633
1,828
10,125
10,219
10,273
10,415
10,452
10,560
10,656
10,736
10,828
10,99
101,828
102,828
103,221
103,230
103,255
103,317
103,368
103,381
103,396
103,400
103,416
103,452
103,474
103,501
103,509
103,550
103,581
103,597
103,692
103,79
103,810
103,882
105,828
106,107
106,129
106,166
106,189
106,193
106,195
106,197
106,20
106,221
106,240
106,261
106,289
106,322
106,325
106,336
106,339
106,349
106,366
106,376
106,381
106,388
106,401
106,415
106,416
106,432
106,434
106,436
106,452
106,479
106,490
106,50
106,505
106,517
106,522
106,550
106,555
106,558
106,561
106,564
106,567
106,571
106,573
106,581
106,585
106,597
106,603
106,62
106,627
106,628
106,633
106,637
106,663
106,673
106,68
106,693
106,694
106,696
106,700
106,714
106,728
106,785
106,786
106,81
106,815
106,817
106,821
106,828
106,829
106,838
106,855
106,858
106,877
106,882
106,888
106,89
106,92
106,96
106,99
107,130
107,14
107,196
107,221
107,240
107,381
107,391
107,452
107,640
107,656
107,666
107,697
107,7
107,817
107,836
107,875
107,890
109,197
109,311
109,581
11,727
110,682
113,875
115,133
115,219
115,27
115,840
116,727
117,196
117,197
117,202
117,225
117,230
117,407
117,457
117,461
117,485
117,501
117,527
117,568
117,581
117,6
117,62
117,625
117,646
117,663
117,666
117,728
117,786
117,81
117,882
118,119
118,216
118,45
118,476
118,517
118,531
118,577
118,682
118,69
118,842
119,517
119,577
119,602
119,622
119,634
119,828
119,842
119,851
119,866
12,807
120,202
121,228
121,332
121,335
121,568
121,708
121,79
121,904
122,343
122,667
122,904
123,725
125,151
125,219
125,452
125,498
125,517
125,532
125,602
125,681
125,700
125,715
125,727
125,817
125,85
126,219
126,267
126,297
126,335
126,410
126,568
126,605
126,667
126,682
126,711
126,765
126,79
127,828
128,349
128,511
128,633
128,838
128,875
129,130
129,145
129,151
129,160
129,185
129,196
129,197
129,202
129,219
129,230
129,260
129,267
129,274
129,296
129,312
129,335
129,368
129,381
129,383
129,39
129,391
129,420
129,452
129,488
129,501
129,537
129,555
129,561
129,562
129,568
129,581
129,628
129,656
129,663
129,692
129,696
129,697
129,730
129,763
129,786
129,79
129,815
129,828
129,836
129,851
129,864
129,870
129,871
129,891
129,894
13,14
13,145
13,160
13,183
13,195
13,197
13,202
13,204
13,217
13,225
13,240
13,260
13,274
13,296
13,315
13,333
13,335
13,366
13,376
13,400
13,420
13,443
13,48
13,501
13,522
13,555
13,562
13,568
13,663
13,683
13,696
13,697
13,720
13,725
13,727
13,730
13,775
13,810
13,828
13,86
13,870
