source,target
10,555
10,727
103,555
103,696
103,730
103,828
106,133
106,164
106,27
106,274
106,285
106,305
106,42
106,428
106,511
106,530
106,549
106,562
106,57
106,616
106,625
106,727
106,781
106,83
106,861
106,871
106,896
107,274
107,281
107,555
107,562
107,871
115,52
117,221
117,260
117,267
117,452
117,555
117,597
117,692
117,696
117,830
117,86
118,171
118,866
119,257
119,476
119,682
122,851
125,828
129,195
129,221
129,225
129,240
129,366
129,376
129,522
129,6
129,633
129,7
129,810
129,817
129,830
129,882
129,890
129,99
13,196
13,221
13,29
13,391
13,452
13,581
13,633
13,692
13,767
13,786
13,79
13,830
13,836
13,882
13,894
130,133
130,160
130,164
130,166
130,197
130,261
130,29
130,305
130,325
130,339
130,42
130,436
130,461
130,479
130,490
130,511
130,530
130,549
130,558
130,581
130,585
130,597
130,603
130,627
130,633
130,637
130,673
130,696
130,821
130,861
130,896
131,161
131,214
131,230
131,240
131,260
131,261
131,267
131,325
131,381
131,452
131,485
131,562
131,581
131,625
131,786
131,830
131,871
131,894
133,381
133,391
133,656
133,697
133,871
14,164
14,193
14,202
14,240
14,246
14,261
14,274
14,285
14,336
14,339
14,349
14,366
14,428
14,432
14,436
14,452
14,461
14,490
14,505
14,522
14,549
14,555
14,562
14,68
14,696
14,727
14,786
14,81
14,821
14,855
14,858
14,871
14,882
145,196
145,202
145,274
145,391
145,407
145,442
145,550
145,555
145,581
145,692
145,696
145,697
145,786
145,815
145,836
145,99
151,230
151,335
151,416
151,550
151,6
151,663
151,692
151,810
151,817
151,871
160,196
160,202
160,274
160,303
160,322
160,391
160,452
160,461
160,501
160,555
160,62
160,656
160,696
160,7
160,767
160,81
160,836
160,890
161,202
161,228
161,230
161,828
161,830
164,381
164,391
164,562
164,890
166,274
166,452
166,555
166,562
166,633
166,656
168,174
168,188
168,481
168,515
168,726
168,790
169,173
169,219
169,385
169,555
169,687
169,696
169,815
173,197
173,555
173,687
174,364
174,433
174,481
174,515
174,661
174,876
183,197
183,202
183,204
183,209
183,325
183,335
183,452
183,555
183,62
183,727
183,79
183,830
183,882
185,209
185,217
185,335
185,555
188,49
188,510
188,614
188,738
188,766
188,790
188,876
188,886
193,274
193,511
193,555
193,562
193,640
193,656
193,817
193,890
194,347
194,661
194,701
194,738
194,790
194,839
194,848
194,872
194,886
194,903
194,94
195,225
195,240
195,452
195,501
195,555
195,581
195,625
195,692
195,696
195,697
195,727
195,786
195,81
195,815
195,875
195,99
196,221
196,261
196,305
196,336
196,432
196,434
196,436
196,442
196,461
196,50
196,501
196,505
196,530
196,562
196,571
196,585
196,62
196,625
196,692
196,696
196,700
196,81
196,821
196,83
196,858
196,882
196,888
197,202
197,209
197,217
197,221
197,252
197,255
197,29
197,317
197,333
197,366
197,391
197,461
197,487
197,522
197,555
197,62
197,663
197,692
197,730
197,745
197,763
197,774
197,79
197,810
197,830
197,871
197,894
20,52
20,727
202,209
202,219
202,221
202,255
202,274
202,296
202,317
202,325
202,335
202,366
202,398
202,437
202,442
202,461
202,55
202,568
202,58
202,597
202,604
202,61
202,624
202,625
202,697
202,725
202,727
202,751
202,767
202,774
202,777
202,81
202,836
202,851
202,870
204,224
204,267
204,335
204,537
204,550
204,696
204,79
204,828
204,882
209,255
209,260
209,261
209,267
209,555
209,562
209,663
209,727
209,786
209,99
214,828
216,342
216,682
217,452
217,501
217,581
217,625
217,663
217,727
217,79
217,799
217,828
219,225
219,24
219,240
219,366
219,376
219,381
219,391
219,511
219,517
219,532
219,628
219,692
219,696
219,725
219,745
219,777
219,838
221,240
221,27
221,336
221,376
221,398
221,400
221,401
221,416
221,42
221,420
221,436
221,441
221,461
221,479
221,488
221,50
221,501
221,527
221,530
221,558
221,561
221,573
221,597
221,61
221,616
221,625
221,633
221,697
221,7
221,704
221,708
221,725
221,751
221,774
221,775
221,785
221,786
221,810
221,815
221,851
221,86
221,870
221,871
221,877
221,882
221,890
221,891
221,96
221,99
224,267
224,555
224,663
224,696
224,727
224,828
224,830
225,255
225,267
225,325
225,366
225,381
225,391
225,437
225,461
225,496
225,555
225,56
225,562
225,6
225,61
225,625
225,633
225,667
225,697
225,711
225,79
225,799
225,817
225,829
225,851
225,99
228,335
230,255
230,296
230,317
230,325
230,407
230,461
230,5
230,501
230,509
230,561
230,562
230,581
230,60
230,625
230,646
230,711
230,725
230,786
230,807
230,81
234,364
234,481
234,49
234,515
234,876
234,886
235,810
235,828
239,408
239,481
239,49
239,497
239,671
239,726
239,738
239,766
239,828
239,872
239,876
239,903
24,555
240,246
240,281
240,29
240,303
240,305
240,325
240,335
240,349
240,381
240,400
240,407
240,437
240,442
240,474
240,479
240,485
240,50
240,509
240,511
240,527
240,537
240,549
240,558
240,562
240,57
240,573
240,581
240,597
240,603
240,616
240,624
240,625
240,628
240,663
240,673
240,692
240,725
240,728
240,730
240,775
240,785
240,79
240,799
240,81
240,810
240,83
240,858
240,875
240,877
240,882
240,888
243,364
243,472
243,49
243,497
243,510
243,671
243,701
243,726
243,738
243,766
243,790
243,848
243,94
246,381
246,452
246,7
246,871
252,46
252,727
253,697
255,267
255,383
255,501
255,767
255,775
255,830
255,870
255,894
255,99
26,408
26,466
26,497
26,510
26,614
26,635
26,701
26,766
26,94
260,261
260,296
260,400
260,407
260,420
260,441
260,461
260,48
260,488
260,496
260,501
260,550
260,613
260,646
260,667
260,696
260,711
260,727
260,728
260,786
260,817
260,828
260,871
260,882
260,99
261,274
261,39
261,396
261,452
261,457
261,485
261,487
261,488
261,496
261,527
261,55
261,555
261,561
261,604
261,613
261,640
261,646
261,656
261,697
261,7
261,711
261,727
261,751
261,775
261,777
261,79
261,815
261,836
261,86
261,891
261,894
261,99
266,342
267,335
267,368
267,391
267,437
267,441
267,457
267,485
267,527
267,550
267,568
267,597
267,62
267,625
267,633
267,708
267,725
267,730
267,767
267,786
267,81
267,828
267,871
267,99
27,666
27,697
27,817
27,836
27,875
274,281
274,303
274,366
274,376
274,381
274,391
274,415
274,42
274,434
274,436
274,442
274,474
274,487
274,501
274,505
274,550
274,558
274,571
274,640
274,663
274,666
274,693
274,696
274,728
274,763
274,767
274,775
274,777
274,79
274,81
274,875
274,888
281,336
281,434
281,452
281,50
281,505
281,550
281,555
281,57
281,571
281,573
281,603
281,625
281,627
281,633
281,637
281,693
281,727
281,728
281,817
281,83
281,882
285,381
285,633
285,836
285,871
29,452
29,501
29,597
29,62
29,625
29,633
29,656
29,697
29,7
29,727
29,786
29,882
29,890
29,99
296,317
296,550
296,696
296,79
296,894
297,326
303,522
303,663
303,696
303,767
303,836
303,871
305,640
305,7
305,871
307,35
307,511
307,89
315,398
315,420
315,882
317,325
317,335
317,416
317,420
317,437
317,537
317,555
317,6
317,62
317,625
317,633
317,728
317,786
317,810
317,894
317,99
325,368
325,398
325,400
325,437
325,509
325,522
325,537
325,561
325,562
325,581
325,604
325,613
325,633
325,640
325,656
325,663
325,667
325,727
325,730
325,767
325,775
325,777
325,799
325,810
325,828
325,851
325,86
325,891
325,894
326,517
326,711
332,335
332,711
332,79
333,555
333,56
333,696
335,368
335,396
335,457
335,488
335,509
335,527
335,597
335,63
335,663
335,696
335,725
335,799
335,828
335,871
336,391
336,633
336,640
336,817
339,391
339,452
339,562
339,633
339,666
339,697
339,817
343,393
347,408
347,433
347,466
347,497
347,614
347,635
347,661
347,671
347,701
347,828
347,848
347,886
347,94
349,452
349,656
349,836
35,382
35,840
364,408
364,481
364,515
364,614
364,671
364,738
364,848
364,886
364,94
366,407
366,461
366,62
366,656
366,728
366,775
366,786
366,81
366,828
366,890
367,828
368,396
368,437
368,452
368,562
368,581
368,62
368,625
368,692
368,767
368,786
368,830
368,871
368,882
376,383
376,391
376,442
376,452
376,501
376,62
376,696
376,7
376,786
376,81
376,871
376,875
376,877
381,39
381,398
381,400
381,42
381,432
381,442
381,461
381,479
381,487
381,488
381,490
381,50
381,509
381,530
381,537
381,55
381,550
381,568
381,571
381,573
381,62
381,625
381,640
381,646
381,666
381,68
381,711
381,725
381,728
381,785
381,81
381,875
381,877
381,882
381,890
383,392
383,555
383,727
383,745
383,77
383,775
383,810
383,815
383,882
388,511
388,562
388,633
388,640
388,656
388,7
388,890
388,896
39,416
39,527
39,537
39,562
39,58
39,581
39,597
39,663
39,692
39,728
39,767
39,79
39,810
39,828
39,830
39,882
39,894
391,401
391,407
391,415
391,434
391,461
391,490
391,511
391,522
391,558
391,571
391,627
391,633
391,68
391,694
391,725
391,727
391,729
391,763
391,775
391,810
391,817
391,858
391,877
391,882
391,896
391,96
391,99
392,452
392,696
396,441
396,452
396,663
396,692
396,696
396,727
397,400
398,452
398,474
398,48
398,501
398,625
398,663
398,692
398,728
398,79
398,871
398,882
400,485
400,501
400,550
400,562
400,568
400,581
400,62
400,667
400,696
400,767
400,817
400,828
400,882
401,697
401,817
401,836
407,452
407,501
407,663
407,830
407,836
407,882
408,510
408,515
408,661
408,701
408,839
408,872
408,94
409,412
410,44
410,79
412,448
414,828
415,697
415,817
415,875
416,441
416,457
416,555
416,581
416,62
416,625
416,696
416,711
416,728
416,767
416,828
416,870
416,871
416,882
416,99
42,633
42,640
42,666
42,7
42,875
420,555
420,625
420,663
420,727
420,79
420,828
420,882
421,77
428,555
428,640
428,7
428,817
428,836
428,871
428,890
432,562
432,697
432,817
432,836
432,871
433,472
433,49
433,671
433,790
433,876
433,886
434,666
434,697
434,871
434,890
436,452
436,640
436,836
436,890
437,452
437,485
437,555
437,62
437,633
437,727
437,786
437,79
437,810
437,882
437,99
441,5
441,555
441,663
441,692
441,727
441,79
441,817
441,828
441,871
441,99
442,452
442,562
442,692
442,696
442,767
442,786
443,828
448,45
448,828
450,525
452,485
452,496
452,50
452,501
452,522
452,527
452,530
452,537
452,56
452,562
452,58
452,585
452,603
452,613
452,617
452,624
452,627
452,628
452,646
452,666
452,681
452,693
452,704
452,73
452,763
452,767
452,774
452,775
452,777
452,810
452,815
452,83
452,830
452,836
452,851
452,864
452,877
452,897
452,99
457,488
457,537
457,696
457,79
457,817
457,828
457,86
457,894
46,555
46,767
461,522
461,562
461,6
461,656
461,663
461,696
461,7
461,810
461,828
461,836
461,882
466,49
466,790
466,876
472,510
472,614
472,661
472,671
472,839
472,848
472,872
472,876
474,767
474,786
474,871
476,512
476,517
479,555
479,697
479,836
48,663
48,882
481,614
481,848
481,876
482,512
485,501
485,562
485,581
485,613
485,633
485,646
485,728
485,79
485,81
485,870
487,537
487,581
487,633
487,663
487,692
487,817
487,828
488,550
488,555
488,625
488,633
488,663
488,692
488,79
488,810
488,817
488,828
488,894
49,497
49,515
49,661
49,94
490,555
490,666
490,7
490,875
496,692
496,696
496,810
496,830
497,876
5,509
5,541
5,581
5,696
5,727
50,555
50,697
50,817
50,875
501,509
501,522
501,527
501,550
501,56
501,561
501,562
501,568
501,6
501,613
501,663
501,697
501,711
501,725
501,727
501,799
501,807
501,81
501,830
501,870
501,99
505,555
505,562
505,697
505,836
509,550
509,60
509,625
509,633
509,663
509,692
509,696
509,830
509,882
510,515
510,876
511,555
511,640
511,697
511,774
511,836
511,855
511,871
515,614
515,661
515,790
515,839
515,872
515,903
517,79
52,89
522,597
522,633
522,7
522,727
522,763
522,786
522,882
522,99
527,550
527,555
527,597
527,728
527,810
527,817
527,871
527,882
527,894
530,640
530,656
531,602
531,740
537,581
537,597
537,6
537,62
537,711
537,728
537,774
537,871
541,555
541,60
541,696
541,882
549,633
549,817
549,890
55,581
55,633
55,663
55,79
55,830
55,871
55,99
550,555
550,561
550,568
550,58
550,6
550,613
550,633
550,646
550,656
550,666
550,711
550,751
550,774
550,775
550,799
550,815
550,817
550,836
550,86
550,870
555,56
555,562
555,57
555,575
555,61
555,613
555,62
555,637
555,646
555,656
555,666
555,687
555,692
555,696
555,700
555,711
555,720
555,723
555,725
555,745
555,757
555,76
555,785
555,807
555,823
555,829
555,836
555,838
555,851
555,861
555,864
555,875
555,888
555,894
558,633
558,656
558,828
558,875
558,890
56,624
56,786
561,562
561,597
561,6
561,625
561,663
561,676
561,684
561,727
561,786
561,817
561,828
561,851
561,866
561,882
562,585
562,6
562,616
562,625
562,627
562,637
562,646
562,692
562,7
562,725
562,727
562,781
562,785
562,786
562,821
562,830
562,871
562,890
562,894
568,581
568,663
568,692
568,727
568,894
57,656
57,7
57,836
571,633
571,836
571,871
571,890
573,633
573,656
573,7
573,836
577,610
577,682
58,663
58,692
58,786
58,810
58,882
